Arjen Robben,Mittelfeld,34,Bayern München
Sebastian Rudy,Mittelfeld,28,Bayern München
Thiago,Mittelfeld,27,Bayern München
Corentin Tolisso,Mittelfeld,23,Bayern München
Arturo Vidal,Mittelfeld,31,Bayern München
Robert Lewandowski,Sturm,29,Bayern München
Sandro Wagner,Sturm,30,Bayern München
Fabian Bredlow,Torwart,23,1. FC Nürnberg
Patric Klandt,Torwart,34,1. FC Nürnberg
Christian Mathenia,Torwart,26,1. FC Nürnberg
Robert Bauer,Abwehr,23,1. FC Nürnberg
Ewerton,Abwehr,29,1. FC Nürnberg
Kevin Goden,Abwehr,19,1. FC Nürnberg
Tim Leibold,Abwehr,24,1. FC Nürnberg
Dennis Lippert,Abwehr,22,1. FC Nürnberg
Georg Margreitter,Abwehr,29,1. FC Nürnberg
Lukas Mühl,Abwehr,21,1. FC Nürnberg
Enrico Valentini,Abwehr,29,1. FC Nürnberg
Hanno Behrens,Mittelfeld,28,1. FC Nürnberg
Patrick Erras,Mittelfeld,23,1. FC Nürnberg
Alexander Fuchs,Mittelfeld,21,1. FC Nürnberg
Lukas Jäger,Mittelfeld,24,1. FC Nürnberg
Sebastian Kerk,Mittelfeld,24,1. FC Nürnberg
Eduard Löwen,Mittelfeld,21,1. FC Nürnberg
Ondrej Petrak,Mittelfeld,26,1. FC Nürnberg
Timothy Tillman,Mittelfeld,19,1. FC Nürnberg
Mikael Ishak,Sturm,25,1. FC Nürnberg
Törles Knöll,Sturm,20,1. FC Nürnberg
Federico Palacios Martinez,Sturm,23,1. FC Nürnberg
Edgar Salli,Sturm,25,1. FC Nürnberg
Adam Zrelak,Sturm,24,1. FC Nürnberg
Ralf Fährmann,Torwart,29,FC Schalke 04
Michael Langer,Torwart,33,FC Schalke 04
Alexander Nübel,Torwart,21,FC Schalke 04
Abdul Rahman Baba,Abwehr,24,FC Schalke 04
Benedikt Höwedes,Abwehr,30,FC Schalke 04
Thilo Kehrer,Abwehr,21,FC Schalke 04
Naldo,Abwehr,35,FC Schalke 04
Matija Nastasic,Abwehr,25,FC Schalke 04
Sascha Riether,Abwehr,35,FC Schalke 04
Salif Sané,Abwehr,27,FC Schalke 04
Nabil Bentaleb,Mittelfeld,23,FC Schalke 04
Daniel Caligiuri,Mittelfeld,30,FC Schalke 04
Johannes Geis,Mittelfeld,24,FC Schalke 04
Amine Harit,Mittelfeld,21,FC Schalke 04
Yevhen Konoplyanka,Mittelfeld,28,FC Schalke 04
Omar Mascarell,Mittelfeld,25,FC Schalke 04
Weston McKennie,Mittelfeld,19,FC Schalke 04
Bastian Oczipka,Mittelfeld,29,FC Schalke 04
Alessandro Schöpf,Mittelfeld,24,FC Schalke 04
Suat Serdar,Mittelfeld,21,FC Schalke 04
Steven Skrzybski,Mittelfeld,25,FC Schalke 04
Benjamin Stambouli,Mittelfeld,27,FC Schalke 04
Guido Burgstaller,Sturm,29,FC Schalke 04
Franco Di Santo,Sturm,29,FC Schalke 04
Breel Embolo,Sturm,21,FC Schalke 04
Cedric Teuchert,Sturm,21,FC Schalke 04
Mark Uth,Sturm,26,FC Schalke 04
Jens Grahl,Torwart,29,VfB Stuttgart
Alexander Meyer,Torwart,27,VfB Stuttgart
Ron-Robert Zieler,Torwart,29,VfB Stuttgart
Holger Badstuber,Abwehr,29,VfB Stuttgart
Timo Baumgartl,Abwehr,22,VfB Stuttgart
Andreas Beck,Abwehr,31,VfB Stuttgart
Emiliano Insua,Abwehr,29,VfB Stuttgart
Marcin Kaminski,Abwehr,26,VfB Stuttgart
Marc Oliver Kempf,Abwehr,23,VfB Stuttgart
Pablo Maffeo,Abwehr,21,VfB Stuttgart
Benjamin Pavard,Abwehr,22,VfB Stuttgart
Borna Sosa,Abwehr,20,VfB Stuttgart
Chadrac Akolo,Mittelfeld,23,VfB Stuttgart
Dennis Aogo,Mittelfeld,31,VfB Stuttgart
Santiago Ascacibar,Mittelfeld,21,VfB Stuttgart
Gonzalo Castro,Mittelfeld,31,VfB Stuttgart
Daniel Didavi,Mittelfeld,28,VfB Stuttgart
Christian Gentner,Mittelfeld,32,VfB Stuttgart
David Kopacz,Mittelfeld,19,VfB Stuttgart
Orel Mangala,Mittelfeld,20,VfB Stuttgart
Berkay Özcan,Mittelfeld,20,VfB Stuttgart
Hans Nunoo Sarpei,Mittelfeld,19,VfB Stuttgart
Erik Thommy,Mittelfeld,23,VfB Stuttgart
Anastasios Donis,Sturm,21,VfB Stuttgart
Mario Gomez,Sturm,33,VfB Stuttgart
Nicolas Gonzalez,Sturm,20,VfB Stuttgart
Jan Kliment,Sturm,24,VfB Stuttgart
Koen Casteels,Torwart,26,VfL Wolfsburg
Phillip Menzel,Torwart,19,VfL Wolfsburg
Pavao Pervan,Torwart,30,VfL Wolfsburg
John Anthony Brooks,Abwehr,25,VfL Wolfsburg
Jeffrey Bruma,Abwehr,26,VfL Wolfsburg
Gian-Luca Itter,Abwehr,19,VfL Wolfsburg
Paul Jaeckel,Abwehr,20,VfL Wolfsburg
Sebastian Jung,Abwehr,28,VfL Wolfsburg
Robin Knoche,Abwehr,26,VfL Wolfsburg
Marcel Tisserand,Abwehr,25,VfL Wolfsburg
Felix Uduokhai,Abwehr,20,VfL Wolfsburg
Paul Verhaegh,Abwehr,34,VfL Wolfsburg
William,Abwehr,23,VfL Wolfsburg
Maximilian Arnold,Mittelfeld,24,VfL Wolfsburg
Ismail Azzaoui,Mittelfeld,20,VfL Wolfsburg
Riechedly Bazoer,Mittelfeld,21,VfL Wolfsburg
Jakub Blaszczykowski,Mittelfeld,32,VfL Wolfsburg
Josip Brekalo,Mittelfeld,20,VfL Wolfsburg
