Omar Mascarell,Mittelfeld,26,FC Schalke 04
Rabbi Matondo,Mittelfeld,18,FC Schalke 04
Weston McKennie,Mittelfeld,20,FC Schalke 04
Sebastian Rudy,Mittelfeld,29,FC Schalke 04
Alessandro Schöpf,Mittelfeld,25,FC Schalke 04
Suat Serdar,Mittelfeld,22,FC Schalke 04
Steven Skrzybski,Mittelfeld,26,FC Schalke 04
Benjamin Stambouli,Mittelfeld,28,FC Schalke 04
Guido Burgstaller,Sturm,30,FC Schalke 04
Ahmed Kutucu,Sturm,19,FC Schalke 04
Benito Raman,Sturm,24,FC Schalke 04
Fabian Reese,Sturm,21,FC Schalke 04
Mark Uth,Sturm,27,FC Schalke 04
Koen Casteels,Tor,27,VfL Wolfsburg
